# Sequence-ID	TFO start	TFO end	Duplex-ID	TTS start	TTS end	Score	Error-rate	Errors	Motif	Strand	Orientation	Guanine-rate
TCONS_00091950	537	552		196	211	14	0.067	o1	M	-	A	0.47
TCONS_00201716	2594	2609		196	211	14	0.067	o2	Y	-	P	0.47
TCONS_00039405	3547	3563		330	346	15	0.062	t3	Y	-	P	0.44
TCONS_00039411	4917	4933		330	346	15	0.062	t3	Y	-	P	0.44
TCONS_00087985	2171	2186		323	338	14	0.067	d3	R	-	A	0.47
TCONS_00011596	209	225		68	84	15	0.062	d10	Y	+	P	0.69
TCONS_00011600	207	223		68	84	15	0.062	d10	Y	+	P	0.69
TCONS_00011601	209	225		68	84	15	0.062	d10	Y	+	P	0.69
TCONS_00201716	1436	1451		599	614	14	0.067	d3	R	+	A	0.73
TCONS_00064084	361	376		265	280	14	0.067	t10	R	-	A	0.4
TCONS_00064084	181	196		265	280	14	0.067	t8	R	-	A	0.4
TCONS_00064084	471	488		263	280	16	0.059	d1	R	-	A	0.47
TCONS_00064084	627	642		265	280	14	0.067	t13	R	-	A	0.47
TCONS_00064084	625	640		263	278	14	0.067	d1	R	-	A	0.53
TCONS_00064084	550	567		263	280	16	0.059	d1	R	-	A	0.47
TCONS_00190253	2787	2803		263	279	15	0.062	d1	Y	-	P	0.5
TCONS_00190254	2788	2804		263	279	15	0.062	d1	Y	-	P	0.5
TCONS_00190258	2787	2803		263	279	15	0.062	d1	Y	-	P	0.5
TCONS_00064084	602	617		57	72	14	0.067	d4	R	+	A	0.33
TCONS_00021426	78	93		571	586	14	0.067	t1	R	-	A	0.33
TCONS_00051592	1779	1794		571	586	14	0.067	t1	M	-	P	0.33
TCONS_00051592	1784	1800		573	589	15	0.062	t13	M	-	A	0.31
TCONS_00051592	1782	1797		571	586	14	0.067	t1	M	-	A	0.33
TCONS_00087985	986	1001		571	586	14	0.067	o3	R	-	A	0.4
TCONS_00097687	1527	1542		441	456	14	0.067	d12	R	+	A	0.2
TCONS_00140475	1822	1838		442	458	15	0.062	b11	M	+	A	0.12
TCONS_00140475	2267	2283		442	458	15	0.062	d11	M	+	A	0.12
TCONS_00052443	2427	2444		532	549	16	0.059	b4	M	-	P	0.29
TCONS_00039416	1166	1181		647	662	14	0.067	o7	Y	+	P	0.2
TCONS_00151055	699	714		648	663	14	0.067	t6	Y	+	P	0.2
TCONS_00151055	1547	1562		647	662	14	0.067	t6	R	+	A	0.2
TCONS_00039411	7055	7070		843	858	14	0.067	d1	Y	-	P	0.47
TCONS_00039410	2087	2102		430	445	14	0.067	d7	R	-	A	0.53
TCONS_00039411	2087	2102		430	445	14	0.067	d7	R	-	A	0.53
TCONS_00039413	2087	2102		430	445	14	0.067	d7	R	-	A	0.53
TCONS_00039418	2087	2102		430	445	14	0.067	d7	R	-	A	0.53
TCONS_00039419	3042	3057		430	445	14	0.067	d7	R	-	A	0.53
TCONS_00064084	115	130		785	800	14	0.067	d6	R	-	A	0.4
TCONS_00079871	316	331		285	300	14	0.067	b6	Y	+	P	0.47
TCONS_00029122	227	242		850	865	14	0.067	t10	Y	-	P	0.6
TCONS_00063124	124	139		850	865	14	0.067	t7	R	-	A	0.53
TCONS_00140475	456	471		849	864	14	0.067	o9	R	-	A	0.6
TCONS_00140476	456	471		849	864	14	0.067	o9	R	-	A	0.6
TCONS_00140477	456	471		849	864	14	0.067	o9	R	-	A	0.6
TCONS_00141346	1457	1472		850	865	14	0.067	t3	R	-	A	0.6
TCONS_00029122	227	242		805	820	14	0.067	t10	Y	-	P	0.6
TCONS_00063124	124	139		805	820	14	0.067	t7	R	-	A	0.53
TCONS_00140475	456	471		804	819	14	0.067	o9	R	-	A	0.6
TCONS_00140476	456	471		804	819	14	0.067	o9	R	-	A	0.6
TCONS_00140477	456	471		804	819	14	0.067	o9	R	-	A	0.6
TCONS_00141346	1457	1472		805	820	14	0.067	t3	R	-	A	0.6
TCONS_00052443	2697	2712		42	57	14	0.067	t7	M	+	P	0.2
TCONS_00064084	2288	2308		38	58	18	0.1	t9t11	M	+	A	0.15
TCONS_00067824	757	772		43	58	14	0.067	t10	Y	+	P	0.27
TCONS_00075522	387	402		42	57	14	0.067	o7	R	+	A	0.2
TCONS_00076444	528	543		38	53	15	0		Y	+	P	0.27
TCONS_00064084	188	204		50	66	15	0.062	d2	R	+	A	0.31
TCONS_00064084	239	256		236	253	16	0.059	d4	R	+	A	0.35
TCONS_00087985	2385	2401		294	310	15	0.062	b9	R	+	A	0.5
TCONS_00052443	6096	6111		234	249	14	0.067	d11	R	+	A	0.67
TCONS_00039411	776	791		188	203	14	0.067	o12	M	-	P	0.2
TCONS_00064084	2288	2306		188	206	17	0.056	d16	M	-	P	0.17
TCONS_00064084	2288	2308		191	211	18	0.1	d13d16	M	-	A	0.15
TCONS_00064084	2286	2301		189	204	14	0.067	t1	M	-	A	0.13
TCONS_00091949	1930	1946		190	206	15	0.062	d14	R	-	A	0.12
TCONS_00091950	1930	1946		190	206	15	0.062	d14	R	-	A	0.12
TCONS_00167180	1215	1231		190	206	15	0.062	b14	R	-	A	0.12
TCONS_00064084	2283	2298		797	812	14	0.067	d4	M	+	A	0.13
TCONS_00072816	1486	1501		797	812	14	0.067	d4	M	+	A	0.13
TCONS_00092424	2559	2574		797	812	14	0.067	d4	Y	+	P	0.13
TCONS_00011596	318	333		149	164	14	0.067	t5	Y	-	P	0.53
TCONS_00011600	316	331		149	164	14	0.067	t5	Y	-	P	0.53
TCONS_00011601	318	333		149	164	14	0.067	t5	Y	-	P	0.53
TCONS_00039411	7055	7070		733	748	14	0.067	t12	Y	-	P	0.47
TCONS_00052443	6101	6116		729	744	14	0.067	t10	R	+	A	0.8
TCONS_00067531	327	342		627	642	14	0.067	t5	M	+	P	0.27
TCONS_00039408	1870	1886		307	323	15	0.062	b13	Y	+	P	0.62
TCONS_00039410	1870	1886		307	323	15	0.062	b13	Y	+	P	0.62
TCONS_00097687	1637	1652		304	319	14	0.067	o6	M	+	A	0.6
TCONS_00097687	1535	1551		634	650	15	0.062	d3	R	+	A	0.38
TCONS_00092424	2570	2585		104	119	14	0.067	t5	Y	-	P	0.27
TCONS_00011596	265	280		448	463	14	0.067	t8	Y	-	P	0.6
TCONS_00011600	263	278		448	463	14	0.067	t8	Y	-	P	0.6
TCONS_00011601	265	280		448	463	14	0.067	t8	Y	-	P	0.6
TCONS_00071317	1262	1277		658	673	14	0.067	d5	Y	-	P	0.6
TCONS_00071317	1239	1254		3	18	14	0.067	t9	Y	-	P	0.47
TCONS_00070550	146	161		293	308	14	0.067	o8	Y	+	P	0.73
TCONS_00079871	378	393		290	305	14	0.067	d1	Y	+	P	0.73
TCONS_00141350	98	113		293	308	14	0.067	o5	M	+	A	0.73
TCONS_00141358	98	113		293	308	14	0.067	o5	M	+	A	0.73
TCONS_00011596	283	298		878	893	14	0.067	t6	Y	-	P	0.67
TCONS_00011600	281	296		878	893	14	0.067	t6	Y	-	P	0.67
TCONS_00011601	283	298		878	893	14	0.067	t6	Y	-	P	0.67
TCONS_00151055	694	710		883	899	15	0.062	d12	M	-	P	0.88
TCONS_00151055	698	713		880	895	14	0.067	t2	M	-	P	0.8
TCONS_00151055	697	712		883	898	14	0.067	d12	M	-	A	0.87
TCONS_00049112	2392	2407		975	990	14	0.067	d5	R	+	A	0.4
TCONS_00011596	309	326		256	273	16	0.059	t12	Y	-	P	0.65
TCONS_00011596	309	325		251	267	16	0		Y	-	P	0.69
TCONS_00011596	309	325		233	249	16	0		Y	-	P	0.69
TCONS_00011596	309	326		244	261	16	0.059	t6	Y	-	P	0.65
TCONS_00011596	309	326		238	255	16	0.059	t12	Y	-	P	0.65
TCONS_00011596	310	328		212	230	17	0.056	t1	Y	-	P	0.61
TCONS_00011596	326	341		224	239	14	0.067	t12	Y	-	P	0.6
TCONS_00011596	309	328		194	213	18	0.053	t1	Y	-	P	0.63
TCONS_00011596	309	328		200	219	18	0.053	t1	Y	-	P	0.63
TCONS_00011596	309	328		206	225	18	0.053	t1	Y	-	P	0.63
TCONS_00011596	309	330		186	207	19	0.095	t1t3	Y	-	P	0.62
TCONS_00011596	309	326		184	201	16	0.059	t2	Y	-	P	0.65
TCONS_00011600	307	324		256	273	16	0.059	t12	Y	-	P	0.65
TCONS_00011600	307	323		251	267	16	0		Y	-	P	0.69
TCONS_00011600	307	323		233	249	16	0		Y	-	P	0.69
TCONS_00011600	307	324		244	261	16	0.059	t6	Y	-	P	0.65
TCONS_00011600	307	324		238	255	16	0.059	t12	Y	-	P	0.65
TCONS_00011600	308	326		212	230	17	0.056	t1	Y	-	P	0.61
TCONS_00011600	324	339		224	239	14	0.067	t12	Y	-	P	0.6
TCONS_00011600	307	326		194	213	18	0.053	t1	Y	-	P	0.63
TCONS_00011600	307	326		200	219	18	0.053	t1	Y	-	P	0.63
TCONS_00011600	307	326		206	225	18	0.053	t1	Y	-	P	0.63
TCONS_00011600	307	328		186	207	19	0.095	t1t3	Y	-	P	0.62
TCONS_00011600	307	324		184	201	16	0.059	t2	Y	-	P	0.65
TCONS_00011601	309	326		256	273	16	0.059	t12	Y	-	P	0.65
TCONS_00011601	309	325		251	267	16	0		Y	-	P	0.69
TCONS_00011601	309	325		233	249	16	0		Y	-	P	0.69
TCONS_00011601	309	326		244	261	16	0.059	t6	Y	-	P	0.65
TCONS_00011601	309	326		238	255	16	0.059	t12	Y	-	P	0.65
TCONS_00011601	310	328		212	230	17	0.056	t1	Y	-	P	0.61
TCONS_00011601	326	341		224	239	14	0.067	t12	Y	-	P	0.6
TCONS_00011601	309	328		194	213	18	0.053	t1	Y	-	P	0.63
TCONS_00011601	309	328		200	219	18	0.053	t1	Y	-	P	0.63
TCONS_00011601	309	328		206	225	18	0.053	t1	Y	-	P	0.63
TCONS_00011601	309	330		186	207	19	0.095	t1t3	Y	-	P	0.62
TCONS_00011601	309	326		184	201	16	0.059	t2	Y	-	P	0.65
TCONS_00021426	126	144		242	260	17	0.056	t6	R	-	A	0.67
TCONS_00021426	126	144		224	242	18	0		R	-	A	0.67
TCONS_00021426	186	201		230	245	14	0.067	t12	R	-	A	0.6
TCONS_00021426	183	198		227	242	14	0.067	o2	R	-	A	0.6
TCONS_00029122	225	241		177	193	15	0.062	t2	Y	-	P	0.69
TCONS_00039410	2089	2104		251	266	14	0.067	t8	R	-	A	0.6
TCONS_00039410	2089	2104		233	248	14	0.067	t8	R	-	A	0.6
TCONS_00039410	2088	2104		214	230	15	0.062	t9	R	-	A	0.56
TCONS_00039410	2088	2104		208	224	15	0.062	t9	R	-	A	0.56
TCONS_00039410	2088	2104		202	218	15	0.062	t9	R	-	A	0.56
TCONS_00039410	2088	2104		196	212	15	0.062	t9	R	-	A	0.56
TCONS_00039410	2088	2104		190	206	15	0.062	t9	R	-	A	0.56
TCONS_00039411	2089	2104		251	266	14	0.067	t8	R	-	A	0.6
TCONS_00039411	2089	2104		233	248	14	0.067	t8	R	-	A	0.6
TCONS_00039411	2088	2104		214	230	15	0.062	t9	R	-	A	0.56
TCONS_00039411	2088	2104		208	224	15	0.062	t9	R	-	A	0.56
TCONS_00039411	2088	2104		202	218	15	0.062	t9	R	-	A	0.56
TCONS_00039411	2088	2104		196	212	15	0.062	t9	R	-	A	0.56
TCONS_00039411	2088	2104		190	206	15	0.062	t9	R	-	A	0.56
TCONS_00039413	2089	2104		251	266	14	0.067	t8	R	-	A	0.6
TCONS_00039413	2089	2104		233	248	14	0.067	t8	R	-	A	0.6
TCONS_00039413	2088	2104		214	230	15	0.062	t9	R	-	A	0.56
TCONS_00039413	2088	2104		208	224	15	0.062	t9	R	-	A	0.56
TCONS_00039413	2088	2104		202	218	15	0.062	t9	R	-	A	0.56
TCONS_00039413	2088	2104		196	212	15	0.062	t9	R	-	A	0.56
TCONS_00039413	2088	2104		190	206	15	0.062	t9	R	-	A	0.56
TCONS_00039418	2089	2104		251	266	14	0.067	t8	R	-	A	0.6
TCONS_00039418	2089	2104		233	248	14	0.067	t8	R	-	A	0.6
TCONS_00039418	2088	2104		214	230	15	0.062	t9	R	-	A	0.56
TCONS_00039418	2088	2104		208	224	15	0.062	t9	R	-	A	0.56
TCONS_00039418	2088	2104		202	218	15	0.062	t9	R	-	A	0.56
TCONS_00039418	2088	2104		196	212	15	0.062	t9	R	-	A	0.56
TCONS_00039418	2088	2104		190	206	15	0.062	t9	R	-	A	0.56
TCONS_00039419	15	37		213	235	20	0.091	o6o12	R	-	A	0.55
TCONS_00039419	3044	3059		251	266	14	0.067	t8	R	-	A	0.6
TCONS_00039419	3044	3059		233	248	14	0.067	t8	R	-	A	0.6
TCONS_00039419	3043	3059		214	230	15	0.062	t9	R	-	A	0.56
TCONS_00039419	3043	3059		208	224	15	0.062	t9	R	-	A	0.56
TCONS_00039419	3043	3059		202	218	15	0.062	t9	R	-	A	0.56
TCONS_00039419	3043	3059		196	212	15	0.062	t9	R	-	A	0.56
TCONS_00039419	3043	3059		190	206	15	0.062	t9	R	-	A	0.56
TCONS_00052443	5960	5981		174	195	19	0.095	t13t18	R	-	A	0.71
TCONS_00052443	5960	5981		162	183	19	0.095	t7d10	R	-	A	0.71
TCONS_00052443	5960	5976		165	181	15	0.062	d7	R	-	A	0.69
TCONS_00052443	6101	6116		258	273	14	0.067	t12	R	-	A	0.73
TCONS_00052443	6095	6111		246	262	15	0.062	t5	R	-	A	0.69
TCONS_00052443	6101	6116		240	255	14	0.067	t12	R	-	A	0.73
TCONS_00063124	140	155		179	194	14	0.067	o5	R	-	A	0.8
TCONS_00065788	1869	1889		250	270	18	0.1	t8t14	R	-	A	0.75
TCONS_00065788	1869	1889		232	252	18	0.1	t8t14	R	-	A	0.75
TCONS_00065788	1870	1885		229	244	14	0.067	t9	R	-	A	0.73
TCONS_00065788	1872	1887		181	196	14	0.067	t11	R	-	A	0.8
TCONS_00065788	1873	1889		176	192	15	0.062	t14	R	-	A	0.81
TCONS_00065789	1872	1892		250	270	18	0.1	t8t14	R	-	A	0.75
TCONS_00065789	1872	1892		232	252	18	0.1	t8t14	R	-	A	0.75
TCONS_00065789	1873	1888		229	244	14	0.067	t9	R	-	A	0.73
TCONS_00065789	1875	1890		181	196	14	0.067	t11	R	-	A	0.8
TCONS_00065789	1876	1892		176	192	15	0.062	t14	R	-	A	0.81
TCONS_00067824	1590	1606		178	194	15	0.062	o7	Y	-	P	0.69
TCONS_00067824	1975	1990		253	268	14	0.067	o10	R	-	A	0.67
TCONS_00067824	1975	1990		235	250	14	0.067	o10	R	-	A	0.67
TCONS_00067824	1975	1991		211	227	15	0.062	o10	R	-	A	0.62
TCONS_00067824	1975	1991		205	221	15	0.062	o10	R	-	A	0.62
TCONS_00067824	1975	1991		199	215	15	0.062	o10	R	-	A	0.62
TCONS_00067824	1975	1991		193	209	15	0.062	o10	R	-	A	0.62
TCONS_00067824	1975	1991		187	203	15	0.062	o10	R	-	A	0.62
TCONS_00068500	1819	1835		219	235	15	0.062	t14	R	-	A	0.56
TCONS_00073523	752	768		220	236	15	0.062	o11	Y	-	P	0.56
TCONS_00073525	752	768		220	236	15	0.062	o11	Y	-	P	0.56
TCONS_00079871	381	396		174	189	14	0.067	o1	Y	-	P	0.8
TCONS_00140475	480	495		174	189	14	0.067	o9	M	-	A	0.73
TCONS_00140475	1547	1563		254	270	15	0.062	t9	Y	-	P	0.69
TCONS_00140475	1547	1563		236	252	15	0.062	t9	Y	-	P	0.69
TCONS_00140476	1547	1563		254	270	15	0.062	t9	Y	-	P	0.69
TCONS_00140476	1547	1563		236	252	15	0.062	t9	Y	-	P	0.69
TCONS_00140477	1547	1563		254	270	15	0.062	t9	Y	-	P	0.69
TCONS_00140477	1547	1563		236	252	15	0.062	t9	Y	-	P	0.69
TCONS_00140794	522	537		249	264	14	0.067	o12	Y	-	P	0.67
TCONS_00140794	522	537		231	246	14	0.067	o12	Y	-	P	0.67
TCONS_00141346	1454	1474		217	237	18	0.1	t1t9	R	-	A	0.65
TCONS_00141346	1458	1473		213	228	14	0.067	t3	R	-	A	0.67
TCONS_00141346	1458	1473		207	222	14	0.067	t3	R	-	A	0.67
TCONS_00141346	1458	1473		201	216	14	0.067	t3	R	-	A	0.67
TCONS_00141346	1458	1473		195	210	14	0.067	t3	R	-	A	0.67
TCONS_00141346	1458	1473		189	204	14	0.067	t3	R	-	A	0.67
TCONS_00141346	1456	1473		181	198	16	0.059	t1	R	-	A	0.71
TCONS_00141346	1458	1473		177	192	14	0.067	t9	R	-	A	0.73
TCONS_00141350	98	113		180	195	14	0.067	o5	M	-	P	0.73
TCONS_00141358	98	113		180	195	14	0.067	o5	M	-	P	0.73
TCONS_00151055	698	714		174	190	15	0.062	t4	M	-	P	0.81
TCONS_00167741	1307	1323		217	233	15	0.062	o4	Y	-	P	0.62
TCONS_00201716	851	867		249	265	15	0.062	o2	Y	-	P	0.62
TCONS_00201716	851	867		231	247	15	0.062	o2	Y	-	P	0.62
TCONS_00082787	2088	2103		286	301	14	0.067	o7	M	-	P	0.27
TCONS_00082787	2088	2103		286	301	14	0.067	o7	M	-	A	0.27
TCONS_00118745	3230	3245		976	991	14	0.067	d6	M	+	A	0.8
TCONS_00151055	699	714		977	992	14	0.067	d5	M	+	A	0.8
TCONS_00052443	6428	6443		847	862	14	0.067	d13	M	-	A	0.4
TCONS_00052443	2691	2706		949	964	14	0.067	d4	M	-	P	0.2
TCONS_00151055	1543	1558		949	964	14	0.067	d4	R	-	A	0.2
TCONS_00151055	1420	1435		488	503	14	0.067	d10	Y	-	P	0.13
TCONS_00152778	766	781		488	503	14	0.067	d10	R	-	A	0.13
TCONS_00071317	1625	1640		388	403	14	0.067	t6	M	-	P	0.6
TCONS_00167180	654	669		159	174	14	0.067	b4	Y	+	P	0.73
TCONS_00054058	1332	1347		393	408	14	0.067	d10	M	-	P	0.2
TCONS_00092424	2568	2584		394	410	15	0.062	d9	Y	-	P	0.25
TCONS_00099428	875	890		597	612	14	0.067	o4	R	+	A	0.33
TCONS_00114781	23	38		598	613	14	0.067	t9	Y	+	P	0.33
TCONS_00201716	1453	1469		597	613	15	0.062	t8	M	+	P	0.31
TCONS_00021426	186	201		957	972	14	0.067	t3	R	+	A	0.53
TCONS_00039411	741	756		321	336	14	0.067	t3	Y	+	P	0.27
TCONS_00052443	5708	5723		323	338	14	0.067	t2	M	+	P	0.13
TCONS_00064084	2278	2295		321	338	16	0.059	t3	M	+	P	0.24
TCONS_00064084	2284	2299		323	338	14	0.067	t2	M	+	A	0.13
TCONS_00067531	322	338		322	338	15	0.062	t7	M	+	P	0.19
TCONS_00067531	322	338		322	338	15	0.062	t7	M	+	A	0.19
TCONS_00073523	2617	2634		321	338	16	0.059	o1	Y	+	P	0.24
TCONS_00073525	2617	2634		321	338	16	0.059	o1	Y	+	P	0.24
TCONS_00092424	2557	2573		322	338	15	0.062	t3	Y	+	P	0.12
TCONS_00097687	1187	1202		323	338	14	0.067	o7	Y	+	P	0.13
TCONS_00097687	1195	1211		322	338	15	0.062	t12	Y	+	P	0.12
TCONS_00120825	315	331		322	338	15	0.062	o7	Y	+	P	0.19
TCONS_00201401	587	604		321	338	17	0		R	+	A	0.24
TCONS_00021426	234	249		543	558	14	0.067	t4	R	-	A	0.53
TCONS_00039405	653	668		571	586	14	0.067	b8	Y	-	P	0.53
TCONS_00039411	2023	2038		571	586	14	0.067	b8	Y	-	P	0.53
TCONS_00039416	425	440		562	577	14	0.067	d8	R	-	A	0.47
TCONS_00052443	6420	6436		582	598	15	0.062	t12	M	-	A	0.38
TCONS_00064084	350	365		575	590	14	0.067	d4	R	-	A	0.53
TCONS_00075522	456	471		582	597	15	0		R	-	A	0.4
TCONS_00170397	930	945		545	560	14	0.067	o4	Y	-	P	0.47
TCONS_00201716	1436	1451		552	567	14	0.067	t7	R	-	A	0.67
TCONS_00070550	192	207		475	490	14	0.067	b3	R	-	A	0.6
TCONS_00011596	357	372		75	90	14	0.067	t9	Y	-	P	0.47
TCONS_00011600	355	370		75	90	14	0.067	t9	Y	-	P	0.47
TCONS_00011601	357	372		75	90	14	0.067	t9	Y	-	P	0.47
TCONS_00052443	6430	6445		74	89	14	0.067	t12	M	-	A	0.4
TCONS_00052443	6427	6442		71	86	14	0.067	t2	M	-	A	0.33
TCONS_00054058	2371	2386		73	88	14	0.067	t7	M	-	P	0.4
TCONS_00071317	1268	1285		75	92	16	0.059	t9	Y	-	P	0.53
TCONS_00201716	1841	1856		71	86	14	0.067	o3	R	-	A	0.27
TCONS_00076444	877	892		979	994	14	0.067	b9	M	-	P	0.4
TCONS_00011596	287	302		667	682	14	0.067	d12	Y	-	P	0.53
TCONS_00011600	285	300		667	682	14	0.067	d12	Y	-	P	0.53
TCONS_00011601	287	302		667	682	14	0.067	d12	Y	-	P	0.53
TCONS_00067824	1246	1261		596	611	14	0.067	d12	R	+	A	0.6
TCONS_00201401	562	577		598	613	14	0.067	d10	R	+	A	0.47
TCONS_00015542	730	746		326	342	15	0.062	o1	M	-	P	0.12
TCONS_00015542	730	746		323	339	15	0.062	o14	M	-	A	0.12
TCONS_00015542	728	744		321	337	15	0.062	o1	M	-	A	0.12
TCONS_00020546	249	265		314	330	15	0.062	o10	Y	-	P	0.19
TCONS_00051592	2638	2653		303	318	14	0.067	o2	Y	-	P	0.13
TCONS_00052443	6634	6649		312	327	14	0.067	o13	R	-	A	0.13
TCONS_00052443	2695	2715		317	337	18	0.1	t5t13	M	-	P	0.15
TCONS_00052443	2703	2723		322	342	19	0.05	t10	M	-	P	0.1
TCONS_00052443	2690	2712		304	326	20	0.091	t9t17	M	-	P	0.14
TCONS_00052443	2703	2722		323	342	18	0.053	t9	M	-	A	0.11
TCONS_00053273	74	89		319	334	14	0.067	o8	R	-	A	0.13
TCONS_00054058	413	429		322	338	15	0.062	o4	M	-	P	0.12
TCONS_00054058	413	428		327	342	14	0.067	o11	M	-	A	0.13
TCONS_00063256	5096	5116		313	333	18	0.1	o6o8	R	-	A	0.1
TCONS_00064084	2293	2312		323	342	19	0		M	-	P	0.11
TCONS_00064084	2288	2303		303	318	15	0		M	-	P	0.13
TCONS_00064084	2292	2312		322	342	20	0		M	-	A	0.1
TCONS_00064084	2290	2310		320	340	19	0.05	t1	M	-	A	0.1
TCONS_00064084	2288	2308		318	338	18	0.1	t1t3	M	-	A	0.1
TCONS_00064084	2282	2297		314	329	14	0.067	t9	M	-	A	0.13
TCONS_00064084	2288	2304		303	319	16	0		M	-	A	0.12
TCONS_00067531	430	445		313	328	14	0.067	o7	R	-	A	0.13
TCONS_00067531	331	350		320	339	18	0.053	o5	M	-	P	0.11
TCONS_00067531	331	347		326	342	15	0.062	o13	M	-	A	0.12
TCONS_00067531	322	344		311	333	20	0.091	t7t12	M	-	A	0.14
TCONS_00073523	2619	2634		307	322	14	0.067	t3	Y	-	P	0.13
TCONS_00073525	2619	2634		307	322	14	0.067	t3	Y	-	P	0.13
TCONS_00076444	4072	4088		310	326	15	0.062	o8	M	-	P	0.12
TCONS_00076444	4072	4088		308	324	15	0.062	o7	M	-	A	0.12
TCONS_00082787	1485	1502		310	327	16	0.059	o14	Y	-	P	0.12
TCONS_00082787	1488	1504		308	324	15	0.062	o1	Y	-	P	0.12
TCONS_00082787	1468	1487		322	341	18	0.053	t2	M	-	P	0.11
TCONS_00082787	1469	1489		320	340	18	0.1	o1t4	M	-	P	0.1
TCONS_00082787	1470	1490		309	329	18	0.1	o2t16	M	-	P	0.1
TCONS_00082787	1471	1491		308	328	18	0.1	o3t17	M	-	P	0.1
TCONS_00082787	1472	1492		307	327	18	0.1	o4t18	M	-	P	0.1
TCONS_00082787	1474	1494		305	325	18	0.1	o1o6	M	-	P	0.1
TCONS_00082787	1475	1495		304	324	18	0.1	o2o7	M	-	P	0.1
TCONS_00082787	1476	1496		303	323	18	0.1	o3o8	M	-	P	0.1
TCONS_00082787	1466	1486		322	342	18	0.1	o1t18	M	-	A	0.1
TCONS_00082787	1474	1494		309	329	18	0.1	o13o18	M	-	A	0.1
TCONS_00082787	1472	1492		307	327	18	0.1	t1o15	M	-	A	0.1
TCONS_00082787	3820	3835		303	318	14	0.067	o10	M	-	P	0.13
TCONS_00082787	3820	3840		303	323	18	0.1	o4o16	M	-	A	0.1
TCONS_00091949	1924	1944		309	329	18	0.1	o3t18	R	-	A	0.1
TCONS_00091949	1923	1942		308	327	18	0.053	o4	R	-	A	0.11
TCONS_00091949	1928	1946		300	318	17	0.056	d2	R	-	A	0.17
TCONS_00091950	1924	1944		309	329	18	0.1	o3t18	R	-	A	0.1
TCONS_00091950	1923	1942		308	327	18	0.053	o4	R	-	A	0.11
TCONS_00091950	1928	1946		300	318	17	0.056	d2	R	-	A	0.17
TCONS_00097687	1190	1210		308	328	19	0.05	o15	Y	-	P	0.1
TCONS_00097687	1191	1211		307	327	19	0.05	o16	Y	-	P	0.1
TCONS_00097687	1527	1544		322	339	16	0.059	t14	R	-	A	0.12
TCONS_00097687	1523	1539		303	319	15	0.062	t2	R	-	A	0.12
TCONS_00114781	28	43		318	333	14	0.067	t12	Y	-	P	0.13
TCONS_00118745	2957	2973		312	328	15	0.062	o1	R	-	A	0.12
TCONS_00140475	2324	2339		327	342	14	0.067	t7	Y	-	P	0.13
TCONS_00140475	2324	2339		312	327	14	0.067	t8	Y	-	P	0.13
TCONS_00140475	1825	1845		322	342	18	0.1	t1o18	M	-	P	0.1
TCONS_00140475	1827	1847		320	340	19	0.05	t3	M	-	P	0.1
TCONS_00140475	1829	1849		318	338	18	0.1	t1t5	M	-	P	0.1
TCONS_00140475	1814	1836		315	337	20	0.091	o9o19	M	-	P	0.14
TCONS_00140475	1832	1852		321	341	19	0.05	t2	M	-	P	0.1
TCONS_00140475	1833	1853		320	340	19	0.05	t3	M	-	P	0.1
TCONS_00140475	1835	1855		318	338	18	0.1	t1t5	M	-	P	0.1
TCONS_00140475	1838	1858		321	341	19	0.05	t2	M	-	P	0.1
TCONS_00140475	1839	1859		320	340	19	0.05	t3	M	-	P	0.1
TCONS_00140475	1841	1861		318	338	18	0.1	t1t5	M	-	P	0.1
TCONS_00140475	1844	1864		321	341	19	0.05	t2	M	-	P	0.1
TCONS_00140475	1845	1865		320	340	19	0.05	t3	M	-	P	0.1
TCONS_00140475	1847	1867		318	338	18	0.1	t1t5	M	-	P	0.1
TCONS_00140475	1850	1870		321	341	19	0.05	t2	M	-	P	0.1
TCONS_00140475	1851	1871		320	340	19	0.05	t3	M	-	P	0.1
TCONS_00140475	1853	1873		318	338	18	0.1	t1t5	M	-	P	0.1
TCONS_00140475	1854	1874		317	337	18	0.1	t2t6	M	-	P	0.1
TCONS_00140475	1856	1874		323	341	18	0		M	-	P	0.11
TCONS_00140475	1854	1874		322	342	19	0.05	t1	M	-	A	0.1
TCONS_00140475	1853	1873		321	341	19	0.05	t2	M	-	A	0.1
TCONS_00140475	1852	1872		320	340	19	0.05	t3	M	-	A	0.1
TCONS_00140475	1850	1870		318	338	18	0.1	t1t5	M	-	A	0.1
TCONS_00140475	1847	1867		321	341	19	0.05	t2	M	-	A	0.1
TCONS_00140475	1846	1866		320	340	19	0.05	t3	M	-	A	0.1
TCONS_00140475	1844	1864		318	338	18	0.1	t1t5	M	-	A	0.1
TCONS_00140475	1841	1861		321	341	19	0.05	t2	M	-	A	0.1
TCONS_00140475	1840	1860		320	340	19	0.05	t3	M	-	A	0.1
TCONS_00140475	1838	1858		318	338	18	0.1	t1t5	M	-	A	0.1
TCONS_00140475	1835	1855		321	341	19	0.05	t2	M	-	A	0.1
TCONS_00140475	1834	1854		320	340	19	0.05	t3	M	-	A	0.1
TCONS_00140475	1832	1852		318	338	18	0.1	t1t5	M	-	A	0.1
TCONS_00140475	1829	1849		321	341	19	0.05	t2	M	-	A	0.1
